Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;OOV
1020;USER USER USER USER USER Yang saya maksud domba idiot itu bukan ibu, tapi akun ini \xf0\x9f\x91\x89 USER \xf0\x9f\x91\x88';1;1;1;0;0;0;1;0;0;1;0;0;user user user user user  saya maksud domba idiot itu bukan ibu tapi akun ini user ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1027;Jika istana sudah dikuasai komunis, rakyat harus bagaimana? lengserkan jokowi jokowi diktator Rakyat Bersama TNI URL;1;0;1;0;0;0;0;0;1;0;0;1;jika istana sudah dikuasai komunis rakyat harus bagaimana lengserkan jokowi jokowi diktator rakyat bersama tentara nasional indonesia url;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1029;"USER USER USER ""Saya lebih mendengar kata-kata orang di TV daripada pengetahuan dasar ekonomi""";0;0;0;0;0;0;0;0;0;0;0;0;user user user saya lebih mendengar kata kata orang di televisi daripada pengetahuan dasar ekonomi;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1035;USER USER Penistaan bencong';0;0;0;0;0;0;0;0;0;0;0;0;user user penistaan bencong ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1049;USER Pak USER walau Anda Muslim jangan lihat posting ini sbgi kebencian, ditulis demi kemajuan bangsa;0;0;0;0;0;0;0;0;0;0;0;0;user pak user walau kamu muslim jangan lihat posting ini sebagai kebencian ditulis demi kemajuan bangsa;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1057;USER USER USER Kunyuk kalau DPR bubarkan KPK;1;1;0;1;0;0;0;0;1;0;0;1;user user user kunyuk kalau dewan perwakilan rakyat bubarkan komisi pemberantasan korupsi;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
1162;USER Pak USER walau Anda Muslim, sbgai MenAgama, Anda wajib jujur, jelaskan isi Alquran yg sebenarnya;0;0;0;0;0;0;0;0;0;0;0;0;user pak user walau kamu muslim sebagai menteri agama kamu wajib jujur jelaskan isi alquran  sebenarnya;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1181;USER USER Itu mah sdh nenek-nenek sy heran sama cebong biasay bohong terus';1;1;1;0;0;0;0;0;1;1;0;0;user user itu  sudah nenek nenek aku heran sama kecebong biasanya bohong terus ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1190;USER USER Kafir kristen selalu buat ulah;1;1;0;1;1;0;0;0;0;0;1;0;user user kafir kristen selalu buat ulah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1231;USER USER Komunis anjing wkwkw';1;1;1;0;0;1;0;0;0;1;0;0;user user komunis anjing  ;1.0;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
1238;RT USER: Tonton dong yang ini USER USER USER meskipun di Hina, Di intimidasi. USER tetep dateng ke bandung\xe2\x80\xa6';0;0;0;0;0;0;0;0;0;0;0;0;rt user tonton   ini user user user meskipun di hina di intimidasi user tetap datang ke bandung ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1247;USER Kamu bau bangke tikus!!! \xf0\x9f\x98\xa3';0;1;0;0;0;0;0;0;0;0;0;0;user kamu bau bangkai tikus ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1264;USER Indosat celeng dancok, bikin bintang gua turun babi bajingan';1;1;0;1;0;0;0;0;1;0;1;0;user indosat celeng jancuk buat bintang aku turun babi bajingan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1287;"You'll never walk alone
 USER  USER
#PrabowoSandi #2019GantiPresiden
#2019GaadaUN pic.twitter.com/2766nvsoAg";0;0;0;0;0;0;0;0;0;0;0;0;you ll never walk alone user user prabowo sandi ganti presiden tidak ada ujian nasional ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1306;USER Ayo ngaku agama mu apa? Kristen? Protestan? Athies? Budha? Hindu? Ngaku dong, malu ya ama agama lo sendiri?';1;0;1;0;1;0;0;0;0;1;0;0;user ayo mengakui agama mu apa kristen protestan ateis buddha hindu mengakui  malu  sama agama kamu sendiri ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1312;RT USER USER Prabowo simulut busuk Rizieq anies Fadlizon Fahri mereka kumpulan sampah negara jd kelakuan mereka juga kaya sampah;1;1;1;0;0;0;0;0;1;1;0;0;rt user user prabowo si mulut busuk rizieq anies fadli zon fahri mereka kumpulan sampah negara jadi kelakuan mereka juga kaya sampah;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1313;USER Lebih bagus kalau DPR yang di bubarkan;1;0;0;1;0;0;0;0;1;0;1;0;user lebih bagus kalau dewan perwakilan rakyat  di bubarkan;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
1316;USER Pak USER sebagai pejabat negara, Anda hrs segera buat Kepres / RUU Islam Dilarang di Indonesia;1;0;0;1;1;0;0;0;0;0;0;1;user pak user sebagai pejabat negara kamu harus segera buat keputusan presiden rancangan undang undang islam dilarang di indonesia;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
1324;Makanya USER itu bagian dari Koruptor.sebab dia paling kenceng minta KPK di bubarkan.fahrisetan URL;1;0;1;0;0;0;0;0;1;1;0;0;makanya user itu bagian dari koruptor sebab dia paling kencang meminta komisi pemberantasan korupsi di bubarkan fahri setan url;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
1326;USER Mudah2an keluarga si gerung kena bom...';1;0;1;0;0;0;0;0;1;1;0;0;user mudah mudahan keluarga  gerung kena bom ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1336;terus seolah gue yang paling bejat di sini. and of course, you wouldnt even realize that youre the one who made me like this.;1;1;1;0;0;0;0;0;1;1;0;0;terus seolah aku  paling bejat di sini and of course you would not even realize that you are the one who made me like this ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1340;"USER Kata cebong; \nAh.. telur naik cuma 3000an aja berisik, dasar kampret miskin... \xf0\x9f\x98\x8f\xf0\x9f\x98\x8f\xf0\x9f\x98\x8f'";1;1;0;1;0;0;0;0;1;0;1;0;user kata kecebong  telur naik hanya an saja berisik dasar kampret miskin ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1344;USER Palestina antek aseng jg tohh....';1;0;0;1;0;1;0;0;0;0;1;0;user palestina antek asing juga  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1433;Pendukung Jokowi : 3. Klo dia Pribumi berarti dia jongos cina, pengkhianat Bangsa. 4. Komunis;1;1;0;1;0;1;0;0;0;0;1;0;pendukung jokowi kalau dia pribumi berarti dia jongos cina penghianat bangsa komunis;1.0;0.0;1.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0;0.0;0.0;
1462;Indons : Alhamdulillah ya Allah udah nyelamatin anak2 Thailand \n\nThai : ??? yg nyelamatin kita manusia2 kapir. Bukan Tuhan lu, kontol!';1;1;1;0;0;0;0;1;0;1;0;0;indonesia alhamdulillah  allah sudah menyelamatkan anak anak thailand thailand  menyelamatkan kita manusia manusia kafir bukan tuhan kamu kontol ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1469;Fuck the god damn kadal gurun;1;1;1;0;0;0;0;0;1;1;0;0;fuck the god damn kadal gurun;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1471;USER ...aku udik bangat si emang bisa gitu y di ta wan :(';0;0;0;0;0;0;0;0;0;0;0;0;user aku udik banget  memang bisa begitu iya di ta wan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1513;RT USER benci sekali dgn Umat Islam;1;0;0;1;1;0;0;0;0;0;1;0;rt user benci sekali dengan umat islam;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1554;USER Bajingan emang lo pada.';1;1;0;1;0;0;0;0;1;0;1;0;user bajingan memang kamu pada ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1558;USER eue an di rp begini ya.';0;1;0;0;0;0;0;0;0;0;0;0;user ngewe an di rupiah begini  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1569;USER Menurut saya ente bule di rezim Jokowi ini cuma ada dua pilihan beri saham 51.38% atau 2021 angkat kaki dari bumi NKRI ..';0;0;0;0;0;0;0;0;0;0;0;0;user menurut saya kamu bule di rezim jokowi ini hanya ada dua pilihan beri saham atau angkat kaki dari bumi negara kesatuan republik indonesia ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1594;"bangsat, hampir nangis gua ÃÂ°ÃÂ¸ÃÂÃÂ­ÃÂ°ÃÂ¸ÃÂÃÂ­ÃÂ°ÃÂ¸ÃÂÃÂ­
fuck you. respect ÃÂ¢Ã¯Â¿Â½ÃÂ,,,,";0;1;0;0;0;0;0;0;0;0;0;0;bangsat hampir menangis aku fuck you respect ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1599;USER Ada anjir. Idup dimana lu';0;1;0;0;0;0;0;0;0;0;0;0;user ada anjir hidup dimana kamu ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1600;"USER Kaum radikal dari bani kecebong pengikut mukidi &amp; penista agama sedang jualan ayat politik di mesjid?'";1;1;0;1;1;0;0;0;0;0;1;0;user kaum radikal dari bani kecebong pengikut mukidi penista agama sedang jualan ayat politik di mesjid ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1626;USER Antek aseng komunis kapitalis;1;0;1;0;0;1;0;0;0;1;0;0;user antek asing komunis kapitalis;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
1636;BRENGSEK BANGET SIH PUNYA MEMBER URL;1;1;0;1;0;0;0;0;1;0;1;0;berengsek banget  punya member url;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1644;USER Otw maho kamu mah.';1;1;1;0;0;0;0;1;0;1;0;0;user on the way manusia homo kamu  ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1670;Kak...kak...kak...kak...pd manggil kak semua, kyk lg ngeladeni adek2 imut culun di bawah umur, males ahh';0;1;0;0;0;0;0;0;0;0;0;0;kakak kakak kakak kakak pada memanggil kakak semua seperti lagi meladeni adik adik imut culun di bawah umur malas  ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1692;if you can't respect, don't even open your mouth, kontol.;1;1;1;0;0;0;0;0;1;1;0;0;if you can not respect do not even open your mouth kontol ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1703;Setnov BEBAS. So BUAT apa msh mendukung USER . BUBARkan lalu BENTUK lembaga BARU yg lebih BERSIH. USER USER USER;1;0;0;1;0;0;0;0;1;0;0;1;setya novanto bebas so buat apa masih mendukung user bubarkan lalu bentuk lembaga baru  lebih bersih user user user;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1709;USER USER USER USER USER USER USER Klw ente atheis..ngapain sibuk dgn agama orang...;0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user kalau kamu ateis apa sibuk dengan agama orang ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1763;USER Mana suaranya cebong.... ??????? \nKeluar kolam dunk...dunk...dunk \xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\x98\x81';1;1;1;0;0;0;0;0;1;1;0;0;user mana suaranya kecebong keluar kolam    ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1765;USER Demo lagi sana ke KPK, tp bawa pasukan nasi bungkus yg lebih banyak biar gak malu2in \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';0;0;0;0;0;0;0;0;0;0;0;0;user demo lagi sana ke komisi pemberantasan korupsi tetapi bawa pasukan nasi bungkus  lebih banyak biar tidak memalukan ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1780;That man is rude as fuck! Bangsat luuu,,,,;1;1;1;0;0;0;0;0;1;1;0;0;that man is rude as fuck bangsat kamu ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1790;Semoga Panglima TNI bisa menyelamatkan NKRI dari para penjual aset negara dan dari antek-antek komunis;1;0;0;1;0;1;0;0;0;0;1;0;semoga panglima tentara nasional indonesia bisa menyelamatkan negara kesatuan republik indonesia dari para penjual aset negara dan dari antek antek komunis;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1835;Diem-diem bae, Rupiah makin nyungsep atas dolar. sudah tembus Rp. 14.441 aja. Sebenernya gua malah seneng kalo langsung tembus 16 ribu. biar cepet lengser ni rezim kodok!';1;1;1;0;0;0;0;0;1;1;0;0;diam diam saja rupiah semakin nyungsep atas dolar sudah tembus rupiah saja sebenarnya aku malah senang kalau langsung tembus ribu biar cepat lengser nih rezim kodok ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1854;USER Mana aku tahu, aku kan cebong..';0;0;0;0;0;0;0;0;0;0;0;0;user mana aku tahu aku  kecebong ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1856;USER WKWKWKWKWKKWKWKW GEBLEK BGT';1;1;1;0;0;0;0;0;1;1;0;0;user  geblek banget ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1857;USER Si BEJAT CABUL yg KRIMINAL ngoceh kriminalisasi ulama.\nDasar munafik';1;1;1;0;0;0;0;1;0;1;0;0;user  bejat cabul  kriminal mengoceh kriminalisasi ulama dasar munafik ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1867;Don't have kampungan face la, but you look so much like that kid. Did you got any kecebong?;1;0;1;0;0;0;1;0;0;1;0;0;do not have kampungan face  but you look so much like that kid did you got any kecebong ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1885;USER USER ASTAGA BOLOT BANGET DIA';1;1;1;0;0;0;1;0;0;1;0;0;user user astaga bolot banget dia ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1887;USER Najis not wkwk';0;1;0;0;0;0;0;0;0;0;0;0;user najis not  ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1922;masih adakah anak rp yang dongo:)?';0;1;0;0;0;0;0;0;0;0;0;0;masih adakah anak rupiah  dungu ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1933;USER Udh Tambah Susah Nyari Kerja, Tapi TKA CiNa Bebas Masuk. Di Tambah PHK Di Berbagai Tempat. #2019GantiPresiden';0;0;0;0;0;0;0;0;0;0;0;0;user sudah tambah susah mencari kerja tapi tenaga kerja asing cina bebas masuk di tambah pemutusan hubungan kerja di berbagai tempat ganti presiden ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1942;Why Malaysian is hurt when they see #ShameOnYouMalaysia ? haha;0;0;0;0;0;0;0;0;0;0;0;0;kenapa malaysian is hurt when they see shame on you malaysia ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1947;USER USER USER alaaa bodoh aseng ni. \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;0;0;1;1;0;0;user user user  bodoh asing nih ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
1964;#ShameOnYouMalaysia Malaysia you ugly;1;1;0;1;0;0;1;0;0;0;1;0; shame on you malaysia malaysia you ugly;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
1992;USER Kampang memang';1;1;0;1;0;0;0;0;1;0;1;0;user kampang memang ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
1995;USER USER USER USER USER USER USER Aktifis 98 ala anak2 pki';0;0;0;0;0;0;0;0;0;0;0;0;user user user user user user user aktivis ala anak anak partai komunis indonesia ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
2015;USER USER Ganti rezim kacung lah.. Cebong mah gitu kalo ditanya';1;1;0;1;0;0;0;0;1;0;1;0;user user ganti rezim kacung  kecebong  begitu kalau ditanya ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2062;Jerawat oh jerawat kamu sungguh keparat.hilang satu tumbuh empat.hilang dijidat tumbuh dipantat';0;1;0;0;0;0;0;0;0;0;0;0;jerawat  jerawat kamu sungguh keparat hilang satu tumbuh empat hilang di jidat tumbuh di pantat ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2072;Can anyone please explain what #PrabowoGila and #PrabowoHalu actually mean?;1;1;1;0;0;0;0;0;1;1;0;0;can anyone please explain apa prabowo gila and prabowo halu actualy mean ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2090;USER USER Cebong kapir munafik alay goblok hahahaha';1;1;1;0;0;0;0;0;1;1;0;0;user user kecebong kafir munafik alay goblok  ;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
2116;Makin mau mati malah makin menjadi jadi si iblis betina tua itu..\n#TANGKAPSukmawati';1;1;1;0;0;0;0;0;1;1;0;0;semakin mau mati malah semakin menjadi jadi  iblis betina tua itu tangkap sukmawati ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2117;USER USER USER Pada akhirnya para bangkai ditemukan;1;1;1;0;0;0;0;0;1;1;0;0;user user user pada akhirnya para bangkai ditemukan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2119;USER USER Pki bangkit??';0;0;0;0;0;0;0;0;0;0;0;0;user user partai komunis indonesia bangkit ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
2157;USER USER USER USER USER USER cebong dongok...dah kalah malah gila :))';1;1;0;1;0;0;1;0;0;0;1;0;user user user user user user kecebong dungu sudah kalah malah gila ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2193;WHAT THE HELL IS THIS? #PrabowoGila;0;1;0;0;0;0;0;0;0;0;0;0;apa the hell is this prabowo gila;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2287;Hmm, Ganti presiden apa lanjutkan~;0;0;0;0;0;0;0;0;0;0;0;0; ganti presiden apa lanjutkan ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2288;"USER yakin #2019GantiPresiden ; insyaallah ; #TGBZainulMajdi2019 #TGBPemimpinUmat ; #TGBforIndonesia2019 #KamiMauTGB";1;0;1;0;0;0;0;0;1;1;0;0;user yakin ganti presiden insyaallah tuan guru bajang zainul majdi tuan guru bajang pemimpin umat tuan guru bajang untuk indonesia kami mau tuan guru bajang;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2294;USER Professor gini kamu bilang bloon? :)';0;1;0;0;0;0;0;0;0;0;0;0;user profesor begini kamu bilang beloon ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2315;USER Indahnya cocot...';0;1;0;0;0;0;0;0;0;0;0;0;user indahnya cocot ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2348;RT USER: Sudah la BABI , perangai pun BABI\xf0\x9f\x98\x82\xf0\x9f\x98\x82 URL;1;1;1;0;0;0;0;0;1;1;0;0;rt user sudah  babi perangai  babi url;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2352;USER kaum ZIONIS sontoloyo!';1;1;0;1;1;0;0;0;0;0;1;0;user kaum zionis sontoloyo ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
2402;USER PINTER YA OTAKNYA ONTA GUE\xf0\x9f\x98\x83';1;1;1;0;0;0;0;0;1;1;0;0;user pintar  otaknya unta aku ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2411;USER USER USER hebat bener ya bilang munafik. Perlu cermin ga \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82';1;1;1;0;0;0;0;0;1;1;0;0;user user user hebat benar  bilang munafik perlu cermin tidak ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2447;USER USER Ngrebut saham? Utang lagi...utang lagi...tukang tipu. Duit utangan trus dipakai utk pencitraan. Soplak bener rezim ini';1;1;1;0;0;0;0;0;1;1;0;0;user user merebut saham utang lagi utang lagi tukang tipu duit pinjaman terus dipakai untuk pencitraan somplak benar rezim ini ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2448;USER waktu itu blm ada buzzer idiot...';0;1;0;0;0;0;0;0;0;0;0;0;user waktu itu belum ada buzzer idiot ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2451;USER Ihh yg bener anjirr jahat elu mah bodo bodo';0;1;0;0;0;0;0;0;0;0;0;0;user   benar anjir jahat kamu  bodoh bodoh ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2497;USER ngmg apasi kntl';1;1;1;0;0;0;0;0;1;1;0;0;user berbicara apa  kontol ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
