Index;Tweet;HS;Abusive;HS_Individual;HS_Group;HS_Religion;HS_Race;HS_Physical;HS_Gender;HS_Other;HS_Weak;HS_Moderate;HS_Strong;Tweet_Parsed;HS_predict;Abusive_predict;HS_Individual_predict;HS_Group_predict;HS_Religion_predict;HS_Race_predict;HS_Physical_predict;HS_Gender_predict;HS_Other_predict;HS_Weak_predict;HS_Moderate_predict;HS_Strong_predict;OOV
2505;USER USER apaan goblog ga nyambung';0;1;0;0;0;0;0;0;0;0;0;0;user user apaan goblok tidak menyambung ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2511;Mantan itu perlu di kasi bunga biar lebih so sweet dikit, bunga bangke maksudnya :|';0;1;0;0;0;0;0;0;0;0;0;0;mantan itu perlu di kasih bunga biar lebih so sweet sedikit bunga bangkai maksudnya ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2533;No wonder why Hitler want to kill all bangsa yahudi .;1;0;0;1;1;0;0;0;0;0;1;0;no wonder kenapa hitler want to kill all bangsa yahudi ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2536;44. Dengan cara itu gerombolan USER USER dan Rizieq FPI terus bisa memainkan isu Pemerintah Jokowi pro PKI. USER.;1;0;1;0;0;1;0;0;0;1;0;0; dengan cara itu gerombolan user user dan rizieq front pembela islam terus bisa memainkan isu pemerintah jokowi pro partai komunis indonesia user ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
2548;USER siapa bego lu bukan tmn gua najis dah kesel sendiri gue';1;1;1;0;0;0;0;0;1;1;0;0;user siapa bego kamu bukan teman aku najis sudah kesal sendiri aku ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2551;Bangsa ini harus berani membahas secara terbuka dan beradab, Islam bukan agama, melainkan ajaran sesat yang merugikan;1;1;0;1;1;0;0;0;0;0;1;0;bangsa ini harus berani membahas secara terbuka dan beradab islam bukan agama melainkan ajaran sesat  merugikan;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2556;USER Ga mau ah, pak rt nya bolot :(';0;1;0;0;0;0;0;0;0;0;0;0;user tidak mau  pak rt  bolot ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2562;komunis kau BaNGSaT...! USER keluar kalian segera.. kapan pun di mana pun URL;1;1;0;1;0;1;0;0;0;0;1;0;komunis kamu bangsat user keluar kalian segera kapan  di mana  url;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2586;USER Klo manusia kapir twit nya spt ini \xf0\x9f\x91\x86';1;1;1;0;0;0;0;0;1;1;0;0;user kalau manusia kafir twit  seperti ini ;1.0;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
2594;USER Yg kunyuk kunyuk ini yg heboh prof ditambah penumpang gelap dan pasukan nasi campur';0;1;0;0;0;0;0;0;0;0;0;0;user  kunyuk kunyuk ini  heboh prof ditambah penumpang gelap dan pasukan nasi campur ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2605;USER Hehehe emang kampang fandom itu';0;1;0;0;0;0;0;0;0;0;0;0;user  memang kampang fandom itu ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2607;There's no difference between munafik and hypocrite. Both are you;1;0;1;0;0;0;0;0;1;1;0;0;there no difference between munafik and hypocrite both are you;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2649;USER Emang jablay kan, ga modal, ga mau usaha';1;1;1;0;0;0;0;0;1;1;0;0;user memang jablay  tidak modal tidak mau usaha ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2676;RT USER: Himpunan\nTai\nIblis';0;1;0;0;0;0;0;0;0;0;0;0;rt user himpunan tai iblis ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2714;USER USER USER Sang Gubernur sibuk jalan2, sang Wagub sibuk mau ngganti Presiden.\nJadi yaaaa sudahlah....';1;0;1;0;0;0;0;0;1;1;0;0;user user user sang gubernur sibuk jalan jalan sang wakil gubernur sibuk mau mengganti presiden jadi  sudahlah ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2719;RT USER: USER Bejad pokonya dah';0;1;0;0;0;0;0;0;0;0;0;0;rt user user bejat pokoknya sudah ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2725;"Cuma cowok brengsek &amp; pengecut yg membuat seorang cewek trus berharap'";1;1;0;1;0;0;0;1;0;0;1;0;hanya pria berengsek pengecut  membuat seorang wanita terus berharap ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2759;PKI akan bangkit;1;0;0;1;0;1;0;0;0;0;1;0;partai komunis indonesia akan bangkit;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;
2795;"Messed Up Always Regime Dagelan Chebong Ã¢ÂÂ¡Ã°ÂÂÂ¥Ã°ÂÂÂ 
#2019GantiPresiden
#2019PrabowoSandi
#2019prabowosandimenang
#2019PRABOWOPRESIDEN
#GerakanKedaulatanRakyat
#PrabowoSandiTheRealWinner
#PrabowoSandiWinTheElection https://twitter.com/Zulkiflilubis71/status/1129066103060062208ÃÂ Ã¢ÂÂ¦";1;0;0;1;0;0;0;0;1;0;1;0;messed up always regime dagelan kecebong ganti presiden prabowo sandi prabowo sandi menang prabowo presiden gerakan kedaulatan rakyat prabowo sandi the real winner prabowo sandi win the election ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2797;Fuck give away kingdom.. bangsa BAR2 anjing #ShameOnYouSyedSaddiq;1;1;0;1;0;0;0;0;1;0;1;0;fuck give away kingdom bangsa bar bar anjing shame on you syed saddiq;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2809;Cewe berengsek fuck you .;1;1;1;0;0;0;0;0;1;1;0;0;wanita berengsek fuck you ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2851;USER USER bani kacung kafir malah ketawa liat twit ini ya cung';1;1;0;1;0;0;0;0;1;0;1;0;user user bani kacung kafir malah tertawa lihat twit ini  cung ;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
2855;isn't it by making tweets like #PrabowoWinRealCount #PrabowoGila #KpuJanganCurang everyone in the world knows how the quality of people +62? so sad.;1;1;0;1;0;0;0;0;1;0;1;0;is not it by making twit like prabowo win real count prabowo gila komisi pemilihan umum jangan curang everyone in the world tahu how the quality of people so sad ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2864;Itu juga boleh bila perlu lengserkan ni orang pada dasarnya pengecut jokowi;1;0;1;0;0;0;0;0;1;1;0;0;itu juga boleh bila perlu lengserkan nih orang pada dasarnya pengecut jokowi;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
2870;Kita susah berharap pada partai pendukung pemerintah krna mereka sdh terbukti jadi pendukung setia ahok si penista agama. Musuh umat islam;1;0;0;1;1;0;0;0;0;0;1;0;kita susah berharap pada partai pendukung pemerintah karena mereka sudah terbukti jadi pendukung setia ahok  penista agama musuh umat islam;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
2878;USER Sehat om?????klo ga sehat minum kencing onta dulu';0;1;0;0;0;0;0;0;0;0;0;0;user sehat om kalau tidak sehat minum kencing unta dulu ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2891;RT USER: Ustad goblog nih..dia ga tau ada kafir yg sunat.. umat Yahudi..bahkan dari bayi..ga kayak dia uda ngerti coli baru sunat..muka\xe2\x80\xa6';1;1;1;0;1;0;0;1;0;1;0;0;rt user ustad goblok nih dia tidak tau ada kafir  sunat umat yahudi bahkan dari bayi tidak kayak dia sudah mengerti coli baru sunat muka ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2892;"After HTI maybe FPI
#KamiBersamaHTI";0;0;0;0;0;0;0;0;0;0;0;0;after hizbut tahrir indonesia maybe front pembela islam kami bersama hizbut tahrir indonesia;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
2895;USER Jablay gitu bazeng:((';1;1;1;0;0;0;0;1;0;1;0;0;user jablay begitu anjir ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2896;USER USER USER .\nOnta mati klo kebanyakan Minum';1;0;0;1;0;0;0;0;1;0;1;0;user user user unta mati kalau kebanyakan minum ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2922;The only thing every one will remember about this #SEAGames2017 is how fuck up it really is #ShameOnYouMalaysia #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017;0;1;0;0;0;0;0;0;0;0;0;0;the only thing every one will remember about this sea games is how fuck up it really is shame on you malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2932;Idih nanya kok terakhir emange mo modar';0;1;0;0;0;0;0;0;0;0;0;0; bertanya  terakhir memangnya mau modar ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2942;Btw happy not heppy,kampunganÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ;0;0;0;0;0;0;0;0;0;0;0;0;by the way happy not happy kampungan ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2953;Bangsat lah yang pada kebanyakan bacot disini, fuck every single word that comes from your mouth bitch,,,,;1;1;1;0;0;0;0;0;1;1;0;0;bangsat   pada kebanyakan bacot di sini fuck every single word that comes from your mouth bitch ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
2980;USER USER USER Lah sama aja ngawur kayaknya haha, saya mah gatau arti kafir, makanya saya lebih baik diem daripada sok ngide hehehe';0;0;0;0;0;0;0;0;0;0;0;0;user user user  sama saja ngawur kayaknya  saya  tidak tahu arti kafir makanya saya lebih baik diam daripada sok memberi ide  ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2994;"Orang yg suka merusak generasi muda adalah manusia ateis atau komunis.; #2019GantiPresiden";0;0;0;0;0;0;0;0;0;0;0;0;orang  suka merusak generasi muda adalah manusia ateis atau komunis ganti presiden;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
2996;"USER USER taman rezim skrg di 2019; rakyat sudah muak; #2019GantiPresiden";1;0;0;1;0;0;0;0;1;0;1;0;user user taman rezim sekarang di rakyat sudah muak ganti presiden;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3002;USER USER USER USER USER USER USER USER USER USER USER USER USER Daripada kau Bodat KOMUNIS TOLOL';1;1;1;0;0;1;0;0;0;1;0;0;user user user user user user user user user user user user user daripada kamu monyet komunis tolol ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3023;USER makasih maho';0;1;0;0;0;0;0;0;0;0;0;0;user terima kasih manusia homo ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
3027;Bullshit, Presiden for all what?? presiden for his community, yes but not for all, look at whats happened to the Indonesian majority during 2014 to 2019.;1;1;1;0;0;0;0;0;1;1;0;0;bullshit presiden for all apa presiden for his community iya but not for all look at apa happened to the indonesian mayoritas during to ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3032;USER Semoga ente di laknat Allah karena merusak islam dari dalam..;1;0;1;0;1;0;0;0;0;1;0;0;user semoga kamu di laknat allah karena merusak islam dari dalam ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3048;bikin rusuh negara supaya perusahaan tambang asing bisa masuk;1;0;1;0;0;0;0;0;1;1;0;0;buat rusuh negara supaya perusahaan tambang asing bisa masuk;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3051;"But you are cheater LOLÃ°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ
#Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017 #ShameOnYouMalaysia  pic.twitter.com/e3LfPA0uIS";1;0;0;1;0;0;0;0;1;0;1;0;but you are cheater  shame on you malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3059;USER Ingin ku berkata bangsad:)';0;1;0;0;0;0;0;0;0;0;0;0;user ingin aku berkata bangsat ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3078;beneran sinting itu orang huf';1;1;1;0;0;0;1;0;0;1;0;0;benaran sinting itu orang  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3080;USER USER USER Makanya cebong ber IQ200 sekolam, karena gak bisa bedain fakta dengan provokasi, gak bisa bedain fakta dgn fitnah';1;1;1;0;0;0;0;0;1;1;0;0;user user user makanya kecebong ber iq sekolam karena tidak bisa bedakan fakta dengan provokasi tidak bisa bedakan fakta dengan fitnah ;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
3118;USER Sama seperti indonesia harus ada perubahan caranya #2019GantiPresiden;0;0;0;0;0;0;0;0;0;0;0;0;user sama seperti indonesia harus ada perubahan caranya ganti presiden;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3162;Jelaskan terus Islam yg SEBENARNYA, satu titik masyarakat akan sadar Islam BERBAHAYA USER tp pd satu titik;1;0;0;1;1;0;0;0;0;0;1;0;jelaskan terus islam  sebenarnya satu titik masyarakat akan sadar islam berbahaya user tetapi pada satu titik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3169;USER USER USER Admin USER ini emang kebangetan tolol kemarin kemarin Dana bantuan dari kemendes diakuin kerja nyata partai gerindra kan guoblog!!!!!!!!!!!!!';1;1;0;1;0;0;0;0;1;0;1;0;user user user admin user ini memang kebangetan tolol kemarin kemarin dana bantuan dari kementerian pedesaan diakui kerja nyata partai gerindra  goblok ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3173;cebong kalo liat duit pura2 budek pasti \n#menolaklupa #liatbudek URL;1;1;0;1;0;0;1;0;0;0;1;0;kecebong kalau lihat duit pura pura budek pasti menolak lupa lihat budek url;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;
3181;Dear Malaysia, copy cat is not good, better copy susu #ups #TorTorPunyaIndonesia #MalaysiaMiskinBudaya #sumpahpemuda  USER;1;0;0;1;0;0;0;0;1;0;1;0;dear malaysia copy cat is not good better copy susu  tortor punya indonesia malaysia miskin budaya sumpah pemuda user;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3187;Kalo sekarang ada PKI gaya baru Jokowi antek komunis;1;0;1;0;0;1;0;0;0;1;0;0;kalau sekarang ada partai komunis indonesia gaya baru jokowi antek komunis;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
3232;Komunis keren!';0;0;0;0;0;0;0;0;0;0;0;0;komunis keren ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
3235;USER Berharap sama rezim ini ane rasa mustahil. Namun pesan ane buat USER ada nih bahan bwt pencitraan untuk Pilpres 2019 gantipresiden\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa\xf0\x9f\xa4\xaa';0;0;0;0;0;0;0;0;0;0;0;0;user berharap sama rezim ini aku rasa mustahil namun pesan aku buat user ada nih bahan buat pencitraan untuk pemilihan presiden ganti presiden ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3245;#JakartaBanjir Pemimpinnya gak punya akhlak yg baik... PENISTA AGAMA. https:\/\/t.co\/PNEGDJMPCH;1;1;1;0;0;0;0;0;1;1;0;0; jakarta banjir pemimpinnya tidak punya akhlak  baik penista agama ;1.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;
3252;USER Oh iya lo mah bukan saram ya bang\n\nLo sarap';1;1;1;0;0;0;1;0;0;1;0;0;user  iya kamu  bukan seram  bang kamu sarap ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3270;Bbm Naik, Listrik Naik, Telur Naik. \nMasih Juga Percaya dengan Ini Rezim Koplak...?';1;1;1;0;0;0;0;0;1;1;0;0;bahan bakar minyak naik listrik naik telur naik masih juga percaya dengan ini rezim kocak ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3276;Mau di-Ahok-kan ya?;0;0;0;0;0;0;0;0;0;0;0;0;mau di ahok   ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3291;( and each one of them is bejat.;1;1;0;1;0;0;0;0;1;0;1;0; and each one of them is bejat ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3300;USER USER Anti kritik kontol mu bangsad. Org idiot aja tau itu hate speech';1;1;1;0;0;0;0;1;0;1;0;0;user user anti kritik kontol mu bangsat orang idiot saja tau itu hate speech ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3321;#NAME?;1;1;1;0;0;0;0;0;1;1;0;0; nama ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3326;USER gak akan masuk ke otak BONG, mereka dungu permanen. \xf0\x9f\x98\x82\xf0\x9f\xa4\xa3\xf0\x9f\x98\x82\xf0\x9f\xa4\xa3';1;1;0;1;0;0;0;0;1;0;1;0;user tidak akan masuk ke otak kecebong mereka dungu permanen ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3369;Don't fight against us. Fight with us  USER  USER. We want no bullshit.  https://twitter.com/detikcom/status/1174954665932312576ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;do not fight against us fight dengan us user user we want no bullshit ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3378;USER lu JUGA SIPIT bri!';1;1;1;0;0;0;1;0;0;1;0;0;user kamu juga sipit bank rakyat indonesia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3395;USER USER ga caya sama mulut buaya mu bwang';1;1;1;0;0;0;0;0;1;1;0;0;user user tidak percaya sama mulut buaya mu bang ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3463;USER Yg voting malingsia siapa cok jancok PKI';1;1;0;1;0;1;0;0;0;0;1;0;user  voting malaysia siapa cok jancuk partai komunis indonesia ;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;
3467;USER Eue ayo , dikasih ga?';0;0;0;0;0;0;0;0;0;0;0;0;user ngewe ayo dikasih tidak ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3497;Bacot ni pecun URL;1;1;1;0;0;0;0;0;1;1;0;0;bacot nih pecun url;1.0;1.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;
3512;ada teman semuanya brengsek';1;1;0;1;0;0;0;0;1;0;1;0;ada teman semuanya berengsek ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3537;USER Malam bloon, sama aje lu juga salah wkwk';1;1;1;0;0;0;0;0;1;1;0;0;user malam beloon sama saja kamu juga salah  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3559;Di tempat saya cina di usir karna waktu zaman belanda jadi tukang pengkhianat;1;0;0;1;0;1;0;0;0;0;1;0;di tempat saya cina di usir karena waktu zaman belanda jadi tukang penghianat;1.0;0.0;0.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;
3563;tangkap pelakunya, jika polisi tidak bisa maka lengserkan jokowi R3JIM PKI;1;0;1;0;0;1;0;0;0;0;0;1;tangkap pelakunya jika polisi tidak bisa maka lengserkan jokowi rezim partai komunis indonesia;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.0;1.0;
3580;Nah loh. Masih menyebut Jokowi Antek Asing?. Ckckc';0;0;0;0;0;0;0;0;0;0;0;0;  masih menyebut jokowi antek asing  ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3592;USER Bisa...tapi harus siap dikatain kafir komunis antek asing dsb...';0;0;0;0;0;0;0;0;0;0;0;0;user bisa tapi harus siap diejek kafir komunis antek asing dan sebagainya ;1.0;0.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;
3598;mau cerita. laki2 emang brengsek ya. dasar cupu';1;1;0;1;0;0;0;0;1;0;1;0;mau cerita pria memang berengsek  dasar cupu ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
3601;USER Ha ha ha ha ha ....calon presiden ..cuma jago cocot ha ha ha ...ngurusi DKI kagak becus ha ha ha ha';1;1;1;0;0;0;0;0;1;1;0;0;user apa apa apa apa apa calon presiden hanya jago cocot apa apa apa mengurusi daerah khusus ibukota tidak becus apa apa apa apa ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3621;USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER USER jgn gtu eek ayam anget';1;1;1;0;0;0;0;0;1;1;0;0;user user user user user user user user user user user user user user user user user user jangan begitu tai ayam hangat ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
3626;"USER USER USER USER Top nya lg bs yg biasa bela penista agama skrg belagak bela agama; Wkwkkwkwkw; Mabok";1;0;1;0;1;0;0;0;0;1;0;0;user user user user top  lagi bisa  biasa bela penista agama sekarang berlaga bela agama  mabuk;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;
