Index;Tweet_notrans;HS_notrans;Abusive_notrans;HS_Individual_notrans;HS_Group_notrans;HS_Religion_notrans;HS_Race_notrans;HS_Physical_notrans;HS_Gender_notrans;HS_Other_notrans;HS_Weak_notrans;HS_Moderate_notrans;HS_Strong_notrans;Tweet_Parsed_notrans;HS_predict_notrans;Abusive_predict_notrans;HS_Individual_predict_notrans;HS_Group_predict_notrans;HS_Religion_predict_notrans;HS_Race_predict_notrans;HS_Physical_predict_notrans;HS_Gender_predict_notrans;HS_Other_predict_notrans;HS_Weak_predict_notrans;HS_Moderate_predict_notrans;HS_Strong_predict_notrans;Language_notrans;Tweet_trans;HS_trans;Abusive_trans;HS_Individual_trans;HS_Group_trans;HS_Religion_trans;HS_Race_trans;HS_Physical_trans;HS_Gender_trans;HS_Other_trans;HS_Weak_trans;HS_Moderate_trans;HS_Strong_trans;Tweet_Parsed_trans;HS_predict_trans;Abusive_predict_trans;HS_Individual_predict_trans;HS_Group_predict_trans;HS_Religion_predict_trans;HS_Race_predict_trans;HS_Physical_predict_trans;HS_Gender_predict_trans;HS_Other_predict_trans;HS_Weak_predict_trans;HS_Moderate_predict_trans;HS_Strong_predict_trans;Language_trans
33;"When you cheat and ""win"" you've distinguished yourself as a LOSER!  #ShameOnYouMalaysia #SEAGames2017";1;0;0;1;0;0;0;0;1;0;1;0;when you cheat and menang you ve distinguished yourself as a loser shame on you malaysia sea games ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;"When you cheat and ""win"" you've distinguished yourself as a LOSER!  #ShameOnYouMalaysia #SEAGames2017";1;0;0;1;0;0;0;0;1;0;1;0;saat kamu menipu dan menang kamu telah membedakan dirimu sebagai seorang pecundang dalam game laut malaysia ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
38;Why doe your bio. Look so fake? Are you a liar? Why are you such a liar? Nobody likes a liar. You should be proud of who you are. Stop lying;1;0;1;0;0;0;0;0;1;1;0;0;kenapa doe your bio look so fake are you a liar kenapa are you such a liar nobody likes a liar you should be proud of who you are stop lying;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Why doe your bio. Look so fake? Are you a liar? Why are you such a liar? Nobody likes a liar. You should be proud of who you are. Stop lying;1;0;1;0;0;0;0;0;1;1;0;0;mengapa anda melakukan bio terlihat sangat palsu apakah anda pembohong mengapa anda pembohong seperti itu tidak ada  suka pembohong anda harus bangga dengan siapa anda berhenti berbohong;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
40;anyway wht can u do if i tell you about all the problems we face? u will keep on supporting umno and try to defend them. pls just fuck off from my mentions and go study about ur stupid lovely umno. study lah dr era tunku, tun m, najib. umno bangsat! sekian,,,,;1;1;1;0;0;0;0;0;1;1;0;0;anyway what can kamu do if i tell you about all the problems we face kamu will keep on supporting umno and try to defend them tolong just fuck off from my mentions and go study about kamu bodoh lovely umno study  dari era tunku tun sama najib umno bangsat sekian ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;anyway wht can u do if i tell you about all the problems we face? u will keep on supporting umno and try to defend them. pls just fuck off from my mentions and go study about ur stupid lovely umno. study lah dr era tunku, tun m, najib. umno bangsat! sekian,,,,;1;1;1;0;0;0;0;0;1;1;0;0;ngomong ngomong apa  dapat kamu lakukan jika aku memberitahumu tentang semua masalah  kamu hadapi kamu akan terus mendukung umno dan mencoba untuk membela mereka tolong hanya persetan dari menyebutkanku dan pergi belajar tentang kamu bodoh studi umno  indah  dari era tunku tun sama najib umno bangsat sekian;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
154;"Yall..Idk why yall are so offended when kelantan and kelantanese get critisized. We Penangite get critisized all the time

For being sheeple of DAPig, for supporting kafir cina, for allegedly disregard muslim & malay rights, and malay and Muslim here who supports DAP are traitor";0;1;0;0;0;0;0;0;0;0;0;0;yel i do not know kenapa yel are so offended when kelantan and kelantanese get critisized we penangite get critisized all the time for being sheeple of dapig for supporting kafir cina for allegedly disregard muslim malaysia rights and malaysia and muslim here who supports dap are traitor;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Yall..Idk why yall are so offended when kelantan and kelantanese get critisized. We Penangite get critisized all the time

For being sheeple of DAPig, for supporting kafir cina, for allegedly disregard muslim & malay rights, and malay and Muslim here who supports DAP are traitor";0;1;0;0;0;0;0;0;0;0;0;0;yel saya tidak tahu kenapa yel sangat tersinggung ketika kelantan dan kelantan mendapatkan kritik kami penangite mendapat kritik sepanjang waktu karena menjadi domba dapig untuk mendukung kafir cina karena diduga mengabaikan hak hak muslim malaysia dan malaysia dan muslim di sini  mendukung dap adalah pengkhianat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
165;Terserah mau blg gw cowo berengsek, dll. I won't say anything bad about you. We both know the truth. I will still keep on praying for you :);0;1;0;0;0;0;0;0;0;0;0;0;terserah mau bilang aku pria berengsek dan lain lain i  not say anything bad about you we both know the truth i will still keep on praying for you ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Terserah mau blg gw cowo berengsek, dll. I won't say anything bad about you. We both know the truth. I will still keep on praying for you :);0;1;0;0;0;0;0;0;0;0;0;0;aku tidak akan mengatakan hal buruk tentang kalian kami berdua tahu  sebenarnya aku akan tetap berdoa untukmu ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
230;The names don't even ring bells what years were they active? I'm tryna figure out wtf I was doing instead since I'm the odd one out lol https://twitter.com/acewuzhere/status/1224135093234601989ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;the names do not even ring bells apa years were they active i sama tryna figure out what the fuck i was doing instead sejak i sama the odd one out  ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;The names don't even ring bells what years were they active? I'm tryna figure out wtf I was doing instead since I'm the odd one out lol https://twitter.com/acewuzhere/status/1224135093234601989ÃÂ Ã¢ÂÂ¦;0;1;0;0;0;0;0;0;0;0;0;0;nama nama bahkan tidak berdering lonceng apa tahun  mereka aktif i sama tryna mencari tahu apa  aku lakukan sebagai gantinya karena aku sama  aneh keluar ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
239;A half of your gold came from your cheating. Nobody don't know . Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ #ShameOnYouMalaysia #SEAGames2017;1;0;0;1;0;0;0;0;1;0;1;0;a half of your gold came from your cheating nobody do not know shame on you malaysia sea games ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;A half of your gold came from your cheating. Nobody don't know . Ã°ÂÂÂÃ°ÂÂÂÃ°ÂÂÂ #ShameOnYouMalaysia #SEAGames2017;1;0;0;1;0;0;0;0;1;0;1;0;setengah dari emas anda berasal dari kecurangan anda tidak ada  tahu malu pada anda malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
260;Why do people get happiness with their lives, but i don't feel anything like that?  is all this fair enough with what God gave me? even to die at a young age i feel it's appropriate and legitimate to do so. Capek, sedih, kontol pokoknya;0;1;0;0;0;0;0;0;0;0;0;0;kenapa do people get happiness dengan their lives but i do not feel anything like that is all this fair enough dengan apa god gave me even to dia at a young age i feel it appropriate and legitimate to do so lelah sedih kontol pokoknya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Why do people get happiness with their lives, but i don't feel anything like that?  is all this fair enough with what God gave me? even to die at a young age i feel it's appropriate and legitimate to do so. Capek, sedih, kontol pokoknya;0;1;0;0;0;0;0;0;0;0;0;0;mengapa orang mendapatkan kebahagiaan dengan hidup mereka tetapi saya tidak merasakan hal seperti itu semua ini cukup adil dengan apa  tuhan berikan kepada saya bahkan kepada dia di usia muda saya merasa pantas dan sah untuk melakukannya begitu lelah;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
361;#ShamedByYou sby... a liar n a killer.. don't trust him n WR coalition ... they r just a bullshit n an asshole...;1;1;1;0;0;0;0;0;1;1;0;0; shamed by you susilo bambang yudhoyono a liar dan a killer do not trust him dan wr coalition they r just a bullshit dan an asshole ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;#ShamedByYou sby... a liar n a killer.. don't trust him n WR coalition ... they r just a bullshit n an asshole...;1;1;1;0;0;0;0;0;1;1;0;0;dipermalukan oleh anda susilo bambang yudhoyono seorang pembohong dan seorang pembunuh tidak percaya padanya dan wr koalisi mereka r hanya omong kosong dan seorang bajingan;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
440;BANGSAT JABLAY FUCK YOU MORON MOTHERFUCKER SON OF A BITCH;1;1;1;0;0;0;0;0;1;1;0;0;bangsat jablay fuck you moron motherfucker son of a bitch;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;BANGSAT JABLAY FUCK YOU MORON MOTHERFUCKER SON OF A BITCH;1;1;1;0;0;0;0;0;1;1;0;0;bangsat jablay bercinta anda bajingan bajingan bajingan;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
547;how can she stay silent like nothing happen and all she did today just watching drama & fangirling without even thinking about her thesis. Fuck. You mom crying here for you, she's worried about you and your thesis. Wake up dude. Please wake up. Finish your fucking thesis. Bangsat;1;1;1;0;0;0;0;0;1;1;0;0;how can she stay silent like nothing happen and all she did today just menonton drama fangirling tanpa even thinking about her thesis fuck you mom menangis here for you she worried about you and your thesis wake up dude please wake up finish your fuck thesis bangsat;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;how can she stay silent like nothing happen and all she did today just watching drama & fangirling without even thinking about her thesis. Fuck. You mom crying here for you, she's worried about you and your thesis. Wake up dude. Please wake up. Finish your fucking thesis. Bangsat;1;1;1;0;0;0;0;0;1;1;0;0;bagaimana dia bisa diam seperti tidak ada  terjadi dan semua  dia lakukan hari ini hanya menonton drama fangirling tanpa bahkan memikirkan tesisnya bercinta kamu ibu menangis di sini untukmu dia khawatir tentang kamu dan tesis kamu bangun bung tolong bangun selesaikan tesismu bangsat;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
593;"I respect that it's a responsibility for the Muslims to authenticate a halal sijil for boba shops

But you don't have to spew up racist comments like Ã¢ÂÂini Msia apasal brand name perkataan Cina' or Ã¢ÂÂutk kafir saja'

Please respect the non Muslims' dietary choices as well  pic.twitter.com/9o7iLRnxEK";0;1;0;0;0;0;0;0;0;0;0;0;i respect that it a responsibility for the muslims to authenticate a halal sijil for boba shops but you do not have to spew up racist comments like ini asia apasal merek nama perkataan cina orang untuk kafir saja please respect the non muslims dietary choices as well ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"I respect that it's a responsibility for the Muslims to authenticate a halal sijil for boba shops

But you don't have to spew up racist comments like Ã¢ÂÂini Msia apasal brand name perkataan Cina' or Ã¢ÂÂutk kafir saja'

Please respect the non Muslims' dietary choices as well  pic.twitter.com/9o7iLRnxEK";0;1;0;0;0;0;0;0;0;0;0;0;saya menghormati bahwa itu adalah tanggung jawab bagi kaum muslim untuk mengotentikasi sijil halal untuk toko toko boba tetapi anda tidak perlu memuntahkan komentar rasis seperti ini ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
620;Fuck my diet there was a pasar malam at the Dunkirk Comminity Centre. Also I haven't spoken Malay in so long -- and when I tried I sounded like a fking poser -- I am ashamed for memalu-ing bangsa dan negara. This is my public apology.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck my diet there was a pasar malam at the dunkirk comminity centre also i have not spoken malaysia in so long and when i tried i sounded like a fuck poser i am ashamed for memalu ing bangsa dan negara this is my publik apology ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Fuck my diet there was a pasar malam at the Dunkirk Comminity Centre. Also I haven't spoken Malay in so long -- and when I tried I sounded like a fking poser -- I am ashamed for memalu-ing bangsa dan negara. This is my public apology.,,,,;0;1;0;0;0;0;0;0;0;0;0;0;fuck my diet ada pasar malam di dunkirk comminity centre juga saya belum bisa bahasa malaysia dalam waktu  lama dan ketika saya mencoba saya terdengar seperti orang  nakal saya malu untuk memalu ing bangsa dan negara ini permintaan maaf publik saya;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
649;Yahudi bangsat . Let's praying for Gaza guys :( :( #PrayForGaza #PrayForPalestina pic.twitter.com/QeJ9USfCme;1;1;0;1;1;0;0;0;0;0;1;0;yahudi bangsat let praying for gaza guys pray for gaza pray for palestine ;1.0;1.0;0.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;en;Yahudi bangsat . Let's praying for Gaza guys :( :( #PrayForGaza #PrayForPalestina pic.twitter.com/QeJ9USfCme;1;1;0;1;1;0;0;0;0;0;1;0;yahudi bangsat biarkan berdoa untuk gaza guys berdoa untuk gaza berdoa untuk palestine;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
662;the best leader of liar;0;0;0;0;0;0;0;0;0;0;0;0;the best leader of liar;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;the best leader of liar;0;0;0;0;0;0;0;0;0;0;0;0;pemimpin pembohong terbaik;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
737;Yes sure,  likes i don't expect jae will make it happen his campaign promises.  Coz he is  a liar leader that i ever seenÃ°ÂÂÂ¤;1;0;1;0;0;0;0;0;1;1;0;0;iya sure likes i do not expect jae will make it happen his kampanye promises because he is a liar leader that i ever seen ;1.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;Yes sure,  likes i don't expect jae will make it happen his campaign promises.  Coz he is  a liar leader that i ever seenÃ°ÂÂÂ¤;1;0;1;0;0;0;0;0;1;1;0;0;iya yakin suka saya tidak berharap jae akan mewujudkan janji janji kampanyenya karena dia adalah pemimpin pembohong  pernah saya lihat;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
740;I SUPPOSED TO STUDYING BUT RHIS SHIT JIST CAME OUT FUCK YOU GUYS FUUCCCKK BANGSAT SEBANGSAT BAMGSATNYA,,,,;1;1;1;0;0;0;0;0;1;1;0;0;i supposed to studying but rhis shit jist came out fuck you guys fuck bangsat sebangsat bangsatnya ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;I SUPPOSED TO STUDYING BUT RHIS SHIT JIST CAME OUT FUCK YOU GUYS FUUCCCKK BANGSAT SEBANGSAT BAMGSATNYA,,,,;1;1;1;0;0;0;0;0;1;1;0;0;aku seharusnya belajar tapi ini omong kosong keluar bercinta kalian bercinta bangsat sebangsat bangsatnya;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
798;He is to be a president in his fantasy world... #PrabowoGila;1;1;1;0;0;0;0;0;1;1;0;0;he is to be a presiden in his fantasy world prabowo gila;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;He is to be a president in his fantasy world... #PrabowoGila;1;1;1;0;0;0;0;0;1;1;0;0;dia akan menjadi presiden di dunia fantasinya prabowo gila;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
802;Go to Olympic MaLaySia  #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;go to olympic malaysia shame on you malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;Go to Olympic MaLaySia  #ShameOnYouMalaysia;0;0;0;0;0;0;0;0;0;0;0;0;pergi ke malaysia olimpiade malaysia malu pada anda;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
889;Look what you've done! More than 100 gold medals for country. I hope Malasian are proud of dirty triumph. #ShameOnYouMalaysia #SEAGAMES2017  https://twitter.com/iam_oil_/status/901814351014707202ÃÂ Ã¢ÂÂ¦;1;0;0;1;0;0;0;0;1;0;1;0;look apa you ve done more tahan gold medals for country i hope malaysian are proud of dirty triumph shame on you malaysia sea games ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;Look what you've done! More than 100 gold medals for country. I hope Malasian are proud of dirty triumph. #ShameOnYouMalaysia #SEAGAMES2017  https://twitter.com/iam_oil_/status/901814351014707202ÃÂ Ã¢ÂÂ¦;1;0;0;1;0;0;0;0;1;0;1;0;lihat apa  telah anda lakukan lebih tahan medali emas untuk negara saya berharap malaysia bangga dengan kemenangan kotor malaysia malaysia laut game ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
961;"Some men are hiding behind ""gua mah ga munafik"" or ""jangan sok suci dh"". Bro, the world is not just about your dirty fuckin' mind. I know it's our nature, but it doesn't give you right to talk dirty to every single women you met. Show some respect you dumbass!";0;1;0;0;0;0;0;0;0;0;0;0;some men are hiding behind aku  tidak munafik orang jangan sok suci sudah bro the world is not just about your dirty fuck mind i know it our nature but it does not give you right to talk dirty to every single women you selamat show some respect you dumbass ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Some men are hiding behind ""gua mah ga munafik"" or ""jangan sok suci dh"". Bro, the world is not just about your dirty fuckin' mind. I know it's our nature, but it doesn't give you right to talk dirty to every single women you met. Show some respect you dumbass!";0;1;0;0;0;0;0;0;0;0;0;0;beberapa lelaki bersembunyi di balik aku  bukan munafik orang jangan sok suci sudah bro dunia bukan hanya tentang pikiran brengsek mu aku tahu itu sifat kami tapi itu tidak memberimu hak untuk berbicara kotor kepada setiap wanita lajang kamu selamat menunjukkan rasa hormat padamu investigator penyelidik;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1460;"Ini siapa he liv?"" USER: hai anon berengsek Ã¢ÂÂ Whut??? Go home dude you're drunk  http://ask.fm/a/b48am9mpÃÂ """;0;1;0;0;0;0;0;0;0;0;0;0;ini siapa he liv user  anon berengsek what go home dude you are drunk ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"Ini siapa he liv?"" USER: hai anon berengsek Ã¢ÂÂ Whut??? Go home dude you're drunk  http://ask.fm/a/b48am9mpÃÂ """;0;1;0;0;0;0;0;0;0;0;0;0;ini siapa dia liv pengguna  anon berengsek apa pulang bung kamu mabuk;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1461;wanita tanah jahanam is actually another way of saying land lady from hell which means ibu kostan bangsat (merry if ur reading this fuck u ur the worst landlady ever),,,,;0;1;0;0;0;0;0;0;0;0;0;0;wanita tanah jahanam is actualy another way of saying land lady from hell which means ibu kostan bangsat merry if kamu reading this fuck kamu kamu the worst landlady ever ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;wanita tanah jahanam is actually another way of saying land lady from hell which means ibu kostan bangsat (merry if ur reading this fuck u ur the worst landlady ever),,,,;0;1;0;0;0;0;0;0;0;0;0;0;wanita tanah jahanam sebenarnya cara lain untuk mengatakan wanita tanah dari neraka  berarti ibu kostan bangsat selamat jika kamu membaca ini apaan kamu kamu wanita pemilik terburuk;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1501;"This does not suck.
New species of  walking  shark found in Indonesia  https://youtu.be/2XHH7CCvbTIÃÂ  via  USER";0;1;0;0;0;0;0;0;0;0;0;0;this does not suck new species of walking shark found in indonesia via user;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"This does not suck.
New species of  walking  shark found in Indonesia  https://youtu.be/2XHH7CCvbTIÃÂ  via  USER";0;1;0;0;0;0;0;0;0;0;0;0;ini tidak menyedot spesies baru hiu berjalan  ditemukan di indonesia melalui pengguna;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1553;I won't accept any golden medals that Malaysia gets because we all know that it's a cheating. #SEAGames2017 #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;i  not accept any golden medals that malaysia gets because we all know that it a cheating sea games shame on you malaysia;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en;I won't accept any golden medals that Malaysia gets because we all know that it's a cheating. #SEAGames2017 #ShameOnYouMalaysia;1;0;0;1;0;0;0;0;1;0;1;0;saya tidak menerima medali emas  didapat malaysia karena kita semua tahu bahwa itu adalah permainan laut  curang memalukan bagi anda malaysia;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1572;"wht's a shame?
#ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017  https://twitter.com/iam_oil_/status/901814351014707202ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;what a shame shame on you malaysia sea games ;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;"wht's a shame?
#ShameOnYouMalaysia #SEAGames2017 #Ã Â¸ÂÃ Â¸ÂµÃ Â¹ÂÃ Â¸ÂÃ Â¸Â¡Ã Â¸ÂªÃ Â¹Â2017  https://twitter.com/iam_oil_/status/901814351014707202ÃÂ Ã¢ÂÂ¦";0;0;0;0;0;0;0;0;0;0;0;0;sayang sekali malaysia game laut malaysia ;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1576;lebay  RT  USER: Bullshit bullshit bullshit. I get soooo tired of listening to SBY's bullshit. PLEASE let's get som;1;1;1;0;0;0;0;0;1;1;0;0;lebay rt user bullshit bullshit bullshit i get jadi tired of listening to susilo bambang yudhoyono bullshit please let get som;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;lebay  RT  USER: Bullshit bullshit bullshit. I get soooo tired of listening to SBY's bullshit. PLEASE let's get som;1;1;1;0;0;0;0;0;1;1;0;0;lebay rt pengguna omong kosong omong kosong saya jadi bosan mendengarkan susilo bambang yudhoyono omong kosong tolong biarkan mendapatkan som;1.0;1.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1637;bajingan bangsat tai babi anjing bighit goblok AHHHHHH MY MOM FUCKING BOUGHT ALL FOUR OF WINGS AND YOU FUCKING MAKE A REPACKAGE FUCK  https://twitter.com/bighitent/status/828619262889701377ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bajingan bangsat tai babi anjing big hit goblok  my mom fuck bought all four of sayap and you fuck make a repackage fuck ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;bajingan bangsat tai babi anjing bighit goblok AHHHHHH MY MOM FUCKING BOUGHT ALL FOUR OF WINGS AND YOU FUCKING MAKE A REPACKAGE FUCK  https://twitter.com/bighitent/status/828619262889701377ÃÂÃÂ ÃÂ¢Ã¢ÂÂ¬ÃÂ¦,,,,;0;1;0;0;0;0;0;0;0;0;0;0;bajingan bangsat tai babi anjing hit besar goblok  ibuku bercinta membeli keempat sayap dan kau bercinta membuat repackage bercinta;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en
1741;MOVE ALL RELATION TO POLITIC NATION FROM BEJAT CRUEL  NATION    USER;0;1;0;0;0;0;0;0;0;0;0;0;pindah all relation to politic nation from bejat cruel nation user;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;MOVE ALL RELATION TO POLITIC NATION FROM BEJAT CRUEL  NATION    USER;0;1;0;0;0;0;0;0;0;0;0;0;memindahkan semua hubungan dengan negara politik dari pengguna negara bejat  kejam;1.0;0.0;0.0;1.0;0.0;0.0;0.0;0.0;1.0;0.0;1.0;0.0;en
1766;i should never interact with others. fuck me,,,,;0;1;0;0;0;0;0;0;0;0;0;0;i should never interact dengan others fuck me ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en;i should never interact with others. fuck me,,,,;0;1;0;0;0;0;0;0;0;0;0;0;aku seharusnya tidak pernah berinteraksi dengan orang lain;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
1852;USER Cupu ih';1;1;1;0;0;0;0;0;1;1;0;0;user cupu  ;1.0;1.0;1.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;0.0;0.0;en;USER Cupu ih';1;1;1;0;0;0;0;0;1;1;0;0;pengguna cupu ;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;en
